"BehaviorSpace results (NetLogo 5.0.5)"
"jeudi-Optimisation-presque-fini.nlogo"
"experiment"
"05/01/2014 15:48:43:399 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
,"2.4096385542168677","31.716867469879517","2.5301204819277108","33.01204819277108","75.18072289156626","43.22289156626506","3.614457831325301","31.355421686746986","3.975903614457831","31.746987951807228","96.14457831325302","64.7590361445783","26.506024096385545","31.957831325301207","27.469879518072286","31.506024096385545",,,"2.4096385542168677","32.86144578313253","2.4096385542168677","31.385542168674696","71.80722891566265","46.14457831325301","3.132530120481928","31.807228915662648","3.734939759036145","31.686746987951807","96.98795180722891","70.60240963855422","26.506024096385545","30.451807228915662","26.626506024096386","32.28915662650602",,,"0","32.13855421686747","0","31.144578313253014","38.31325301204819","35.78313253012048","1.2048192771084338","31.746987951807228","0.48192771084337355","31.897590361445783","38.0722891566265","35.69277108433735","24.096385542168676","32.19879518072289","24.337349397590362","32.25903614457831","54.57831325301205","36.174698795180724"
,"2.4096385542168677","32.04819277108434","2.5301204819277108","31.867469879518072","75.42168674698794","42.80120481927711","3.0120481927710845","32.25903614457831","3.2530120481927707","31.295180722891562","96.14457831325302","64.33734939759036","26.506024096385545","32.04819277108434","27.469879518072286","32.16867469879518",,,"2.289156626506024","30.873493975903614","2.4096385542168677","31.596385542168676","72.04819277108435","47.74096385542169","3.2530120481927707","32.89156626506024","4.819277108433735","32.37951807228915","96.98795180722891","70.69277108433735","26.385542168674696","31.234939759036145","26.746987951807228","31.83734939759036",,,"0","32.31927710843374","0.12048192771084339","32.10843373493976","31.32530120481928","36.71686746987952","1.3253012048192772","31.44578313253012","0.9638554216867471","31.44578313253012","38.0722891566265","36.566265060240966","24.096385542168676","32.40963855421687","24.337349397590362","31.385542168674696","63.493975903614455","35.45180722891566"
,"2.4096385542168677","30.361445783132528","2.5301204819277108","30.21084337349398","73.01204819277109","43.22289156626506","3.8554216867469884","32.28915662650602","3.2530120481927707","32.34939759036145","96.14457831325302","64.84939759036145","26.506024096385545","31.686746987951807","27.469879518072286","31.355421686746986",,,"2.4096385542168677","31.475903614457827","2.4096385542168677","32.07831325301205","70.48192771084338","47.89156626506024","3.0120481927710845","32.31927710843374","3.132530120481928","32.22891566265061","96.98795180722891","70.75301204819277","26.385542168674696","33.3433734939759","26.626506024096386","31.92771084337349",,,"0","31.144578313253014","0.24096385542168677","32.59036144578313","32.53012048192771","36.144578313253014","1.0843373493975903","31.957831325301207","1.0843373493975903","30.96385542168675","42.04819277108434","36.234939759036145","24.096385542168676","30.903614457831324","24.337349397590362","31.44578313253012","59.156626506024104","36.475903614457835"
,"2.4096385542168677","33.01204819277108","2.6506024096385543","31.807228915662648","73.97590361445782","41.566265060240966","3.614457831325301","31.716867469879517","3.734939759036145","32.43975903614458","96.14457831325302","65.06024096385542","26.506024096385545","32.25903614457831","27.469879518072286","32.5",,,"2.4096385542168677","32.01807228915662","2.5301204819277108","31.566265060240962","69.51807228915663","46.536144578313255","3.2530120481927707","31.234939759036145","3.493975903614458","31.144578313253014","96.98795180722891","70.8132530120482","26.385542168674696","32.25903614457831","26.746987951807228","32.16867469879518",,,"0","32.10843373493976","0.12048192771084339","33.16265060240964","37.46987951807229","35.69277108433735","1.0843373493975903","32.37951807228915","1.4457831325301205","33.765060240963855","41.807228915662655","38.04216867469879","24.096385542168676","32.34939759036145","24.337349397590362","30.96385542168675","62.77108433734939","35.18072289156626"
,"2.4096385542168677","31.44578313253012","2.5301204819277108","34.00602409638554","74.33734939759036","41.144578313253014","3.734939759036145","32.68072289156627","3.8554216867469884","31.686746987951807","96.14457831325302","65.03012048192771","26.506024096385545","31.295180722891562","27.469879518072286","32.56024096385542",,,"2.1686746987951806","31.897590361445783","2.289156626506024","31.596385542168676","70.72289156626506","46.98795180722892","2.891566265060241","32.62048192771084","3.132530120481928","30.903614457831324","96.98795180722891","70.8433734939759","26.506024096385545","32.46987951807229","26.867469879518076","31.867469879518072",,,"0","31.506024096385545","0.12048192771084339","32.831325301204814","42.40963855421687","36.9277108433735","0.8433734939759037","31.807228915662648","1.2048192771084338","32.22891566265061","40.8433734939759","38.765060240963855","24.096385542168676","32.56024096385542","24.337349397590362","31.716867469879517","59.036144578313255","34.33734939759036"
,"2.4096385542168677","32.46987951807229","2.5301204819277108","31.475903614457827","74.81927710843374","42.68072289156626","3.493975903614458","31.897590361445783","3.3734939759036147","31.53614457831325","96.26506024096385","64.93975903614458","26.506024096385545","32.831325301204814","27.469879518072286","32.37951807228915",,,"2.0481927710843375","31.897590361445783","2.5301204819277108","31.746987951807228","70.72289156626506","45.81325301204819","3.3734939759036147","30.451807228915662","3.975903614457831","31.144578313253014","96.98795180722891","70.66265060240964","26.506024096385545","32.28915662650602","26.746987951807228","32.59036144578313",,,"0","32.62048192771084","0","31.807228915662648","38.674698795180724","37.01807228915663","0.48192771084337355","30.692771084337352","0.6024096385542169","30.42168674698795","43.6144578313253","39.48795180722892","24.096385542168676","31.656626506024093","24.337349397590362","31.596385542168676","59.156626506024104","35.06024096385542"
,"2.4096385542168677","32.19879518072289","2.5301204819277108","31.656626506024093","74.4578313253012","42.04819277108434","3.614457831325301","32.80120481927711","3.734939759036145","31.716867469879517","96.26506024096385","64.7590361445783","26.506024096385545","33.0722891566265","27.469879518072286","33.102409638554214",,,"2.4096385542168677","32.34939759036145","2.289156626506024","31.92771084337349","69.27710843373494","45.99397590361446","3.2530120481927707","31.355421686746986","3.614457831325301","31.807228915662648","96.98795180722891","70.8132530120482","26.506024096385545","32.43975903614458","26.867469879518076","33.0722891566265",,,"0","31.716867469879517","0.12048192771084339","32.40963855421687","34.81927710843373","36.837349397590366","0.6024096385542169","31.385542168674696","1.2048192771084338","31.807228915662648","44.81927710843374","40.48192771084337","24.096385542168676","32.19879518072289","24.337349397590362","31.656626506024093","61.204819277108435","34.397590361445786"
,"2.4096385542168677","30.783132530120483","2.5301204819277108","32.01807228915662","74.09638554216868","42.5","3.2530120481927707","31.295180722891562","3.493975903614458","31.957831325301207","96.26506024096385","65.09036144578313","26.506024096385545","31.626506024096386","27.469879518072286","32.16867469879518",,,"2.289156626506024","32.89156626506024","2.4096385542168677","30.602409638554217","70.36144578313252","46.68674698795181","3.8554216867469884","32.53012048192771","4.096385542168675","32.13855421686747","96.98795180722891","70.87349397590361","26.385542168674696","31.686746987951807","26.746987951807228","32.40963855421687",,,"0","32.46987951807229","0.3614457831325301","31.385542168674696","31.44578313253012","35.75301204819277","0.9638554216867471","31.83734939759036","1.8072289156626504","31.686746987951807","47.10843373493976","39.006024096385545","24.096385542168676","33.58433734939759","24.337349397590362","31.596385542168676","58.43373493975904","35.873493975903614"
,"2.4096385542168677","32.13855421686747","2.4096385542168677","31.987951807228914","74.69879518072288","42.28915662650603","3.132530120481928","30.96385542168675","3.132530120481928","32.16867469879518","96.26506024096385","64.45783132530121","26.506024096385545","31.83734939759036","27.469879518072286","32.59036144578313",,,"2.4096385542168677","31.53614457831325","2.1686746987951806","32.34939759036145","70.12048192771084","45.24096385542168","3.0120481927710845","32.10843373493976","3.0120481927710845","32.40963855421687","96.98795180722891","70.8433734939759","26.506024096385545","31.957831325301207","26.746987951807228","33.16265060240964",,,"0","31.686746987951807","0.12048192771084339","32.16867469879518","29.63855421686747","35.51204819277108","0.48192771084337355","31.385542168674696","0.7228915662650602","31.32530120481928","42.65060240963855","40.933734939759034","24.096385542168676","31.355421686746986","24.337349397590362","31.32530120481928","51.445783132530124","36.234939759036145"
,"2.4096385542168677","31.506024096385545","2.4096385542168677","31.32530120481928","74.81927710843374","43.19277108433735","3.132530120481928","31.77710843373494","3.2530120481927707","32.22891566265061","96.26506024096385","64.57831325301204","26.506024096385545","32.65060240963855","27.469879518072286","31.897590361445783",,,"2.1686746987951806","31.746987951807228","2.5301204819277108","31.807228915662648","68.43373493975903","45.81325301204819","3.3734939759036147","31.385542168674696","3.614457831325301","31.295180722891562","96.98795180722891","70.96385542168674","26.385542168674696","33.16265060240964","26.867469879518076","31.626506024096386",,,"0","31.32530120481928","0.24096385542168677","31.897590361445783","37.10843373493976","34.21686746987952","1.3253012048192772","33.25301204819277","0.8433734939759037","32.16867469879518","44.81927710843374","39.69879518072289","24.096385542168676","31.566265060240962","24.337349397590362","30.903614457831324","55.90361445783133","35.54216867469879"
,"2.4096385542168677","32.01807228915662","2.4096385542168677","32.10843373493976","75.06024096385542","42.86144578313253","3.3734939759036147","31.596385542168676","3.3734939759036147","32.19879518072289","96.26506024096385","64.63855421686748","26.506024096385545","32.74096385542168","27.469879518072286","33.403614457831324",,,"2.289156626506024","32.71084337349397","2.4096385542168677","32.56024096385542","68.43373493975903","45.06024096385542","3.3734939759036147","31.475903614457827","3.3734939759036147","32.68072289156627","96.98795180722891","71.17469879518072","26.385542168674696","33.13253012048193","26.867469879518076","30.783132530120483",,,"0","31.77710843373494","0.12048192771084339","32.40963855421687","35.903614457831324","35.27108433734939","0.48192771084337355","31.92771084337349","0.6024096385542169","31.234939759036145","42.40963855421687","39.1566265060241","24.096385542168676","31.626506024096386","24.337349397590362","31.626506024096386","66.02409638554217","35.963855421686745"
,"2.4096385542168677","31.475903614457827","2.4096385542168677","31.92771084337349","73.73493975903614","42.95180722891566","3.0120481927710845","31.32530120481928","3.2530120481927707","31.987951807228914","96.26506024096385","65.12048192771084","26.506024096385545","32.25903614457831","27.469879518072286","31.144578313253014",,,"2.289156626506024","32.62048192771084","2.289156626506024","31.807228915662648","69.63855421686746","45.963855421686745","3.3734939759036147","32.04819277108434","3.614457831325301","31.44578313253012","97.10843373493975","71.02409638554217","26.506024096385545","32.37951807228915","26.867469879518076","32.59036144578313",,,"0","32.10843373493976","0.12048192771084339","32.5","32.65060240963855","36.204819277108435","0.48192771084337355","31.114457831325304","0.7228915662650602","31.144578313253014","44.69879518072289","37.65060240963856","24.096385542168676","33.13253012048193","24.337349397590362","31.77710843373494","57.34939759036145","36.355421686746986"
,"2.4096385542168677","31.77710843373494","2.4096385542168677","32.80120481927711","73.855421686747","41.536144578313255","3.3734939759036147","31.53614457831325","3.3734939759036147","32.89156626506024","96.26506024096385","65.18072289156626","26.506024096385545","30.96385542168675","27.469879518072286","32.5",,,"2.4096385542168677","31.265060240963855","2.289156626506024","31.566265060240962","69.75903614457832","46.355421686746986","3.734939759036145","30.66265060240964","3.2530120481927707","31.77710843373494","97.10843373493975","70.8433734939759","26.506024096385545","33.01204819277108","26.867469879518076","34.066265060240966",,,"0","31.897590361445783","0.24096385542168677","31.987951807228914","32.04819277108434","35.8433734939759","0.9638554216867471","31.957831325301207","0.7228915662650602","31.17469879518072","46.14457831325301","39.18674698795181","24.096385542168676","32.98192771084337","24.337349397590362","33.58433734939759","59.036144578313255","36.596385542168676"
,"2.4096385542168677","32.68072289156627","2.4096385542168677","31.41566265060241","74.21686746987952","42.2289156626506","3.493975903614458","32.5","3.493975903614458","31.716867469879517","96.26506024096385","65.03012048192771","26.506024096385545","32.65060240963855","27.469879518072286","33.524096385542165",,,"2.289156626506024","31.957831325301207","2.4096385542168677","31.656626506024093","70.48192771084338","46.897590361445786","3.2530120481927707","31.746987951807228","3.3734939759036147","31.987951807228914","97.10843373493975","70.63253012048193","26.385542168674696","33.373493975903614","26.746987951807228","33.22289156626506",,,"0","30.692771084337352","0.24096385542168677","32.831325301204814","31.32530120481928","34.57831325301205","0.7228915662650602","32.16867469879518","0.9638554216867471","31.92771084337349","46.98795180722892","40.15060240963855","24.096385542168676","31.204819277108438","24.337349397590362","31.234939759036145","65.66265060240963","35.602409638554214"
,"2.4096385542168677","31.475903614457827","2.4096385542168677","30.481927710843376","74.4578313253012","41.02409638554217","3.734939759036145","32.74096385542168","3.2530120481927707","32.34939759036145","96.26506024096385","64.90963855421687","26.506024096385545","31.08433734939759","27.469879518072286","33.433734939759034",,,"2.289156626506024","32.7710843373494","2.1686746987951806","32.34939759036145","70.72289156626506","47.83132530120482","3.493975903614458","31.867469879518072","3.975903614457831","32.71084337349397","97.10843373493975","71.17469879518072","26.506024096385545","33.31325301204819","26.746987951807228","32.68072289156627",,,"0","31.686746987951807","0.12048192771084339","32.46987951807229","32.7710843373494","34.18674698795181","1.0843373493975903","31.746987951807228","1.0843373493975903","32.53012048192771","50.72289156626506","41.445783132530124","24.096385542168676","31.656626506024093","24.337349397590362","31.506024096385545","63.01204819277109","37.62048192771084"
,"2.4096385542168677","32.28915662650602","2.5301204819277108","30.843373493975907","74.33734939759036","42.74096385542169","3.3734939759036147","30.813253012048193","3.3734939759036147","31.53614457831325","96.26506024096385","64.63855421686748","26.506024096385545","31.746987951807228","27.469879518072286","32.40963855421687",,,"2.4096385542168677","32.89156626506024","2.289156626506024","32.68072289156627","68.3132530120482","45.72289156626506","3.3734939759036147","32.13855421686747","3.734939759036145","33.373493975903614","97.2289156626506","71.29518072289157","26.385542168674696","31.656626506024093","26.626506024096386","31.44578313253012",,,"0","30.993975903614455","0","31.17469879518072","38.433734939759034","34.7289156626506","1.2048192771084338","32.37951807228915","1.4457831325301205","31.596385542168676","39.75903614457831","42.13855421686747","24.096385542168676","31.596385542168676","24.337349397590362","31.17469879518072","59.87951807228916","38.734939759036145"
,"2.4096385542168677","31.656626506024093","2.5301204819277108","33.01204819277108","73.01204819277109","41.897590361445786","3.493975903614458","31.475903614457827","3.493975903614458","31.83734939759036","96.26506024096385","64.96987951807229","26.506024096385545","31.024096385542173","27.469879518072286","32.59036144578313",,,"2.289156626506024","32.831325301204814","2.1686746987951806","31.656626506024093","69.1566265060241","46.9578313253012","4.096385542168675","31.295180722891562","3.734939759036145","32.62048192771084","97.2289156626506","71.32530120481928","26.506024096385545","32.01807228915662","26.867469879518076","32.86144578313253",,,"0","31.41566265060241","0.12048192771084339","31.295180722891562","33.49397590361446","35.24096385542169","1.0843373493975903","31.596385542168676","1.0843373493975903","31.686746987951807","38.433734939759034","38.825301204819276","24.096385542168676","31.53614457831325","24.337349397590362","30.42168674698795","68.07228915662651","39.54819277108434"
,"2.4096385542168677","30.903614457831324","2.5301204819277108","30.66265060240964","72.89156626506023","42.80120481927711","3.614457831325301","31.626506024096386","3.975903614457831","31.77710843373494","96.26506024096385","64.7590361445783","26.506024096385545","33.554216867469876","27.469879518072286","32.25903614457831",,,"2.4096385542168677","32.46987951807229","2.6506024096385543","31.53614457831325","68.19277108433735","46.77710843373494","3.2530120481927707","31.05421686746988","3.614457831325301","32.16867469879518","97.2289156626506","71.47590361445783","26.385542168674696","32.53012048192771","26.746987951807228","32.25903614457831",,,"0","32.31927710843374","0","31.957831325301207","38.915662650602414","34.96987951807229","0.7228915662650602","31.41566265060241","0.6024096385542169","31.686746987951807","34.93975903614458","38.644578313253014","24.096385542168676","32.59036144578313","24.337349397590362","33.0722891566265","65.5421686746988","40.09036144578314"
,"2.4096385542168677","32.5","2.5301204819277108","32.7710843373494","74.69879518072288","43.28313253012048","3.493975903614458","32.5","3.493975903614458","33.28313253012048","96.26506024096385","65.42168674698794","26.506024096385545","31.475903614457827","27.469879518072286","32.07831325301205",,,"2.4096385542168677","32.43975903614458","2.4096385542168677","32.59036144578313","67.46987951807229","44.87951807228915","3.614457831325301","31.807228915662648","3.2530120481927707","32.46987951807229","97.2289156626506","71.83734939759037","26.506024096385545","32.71084337349397","26.867469879518076","32.13855421686747",,,"0","31.957831325301207","0","32.01807228915662","32.7710843373494","35.51204819277108","1.9277108433734942","33.0722891566265","1.8072289156626504","32.74096385542168","32.53012048192771","37.37951807228916","24.096385542168676","33.01204819277108","24.337349397590362","31.807228915662648","63.85542168674698","39.69879518072289"
,"2.4096385542168677","31.05421686746988","2.5301204819277108","32.07831325301205","73.73493975903614","43.3433734939759","3.8554216867469884","31.656626506024093","3.132530120481928","30.21084337349398","96.26506024096385","64.81927710843374","26.506024096385545","30.602409638554217","27.469879518072286","32.65060240963855",,,"2.4096385542168677","30.451807228915662","2.4096385542168677","30.391566265060245","66.74698795180723","46.9578313253012","3.734939759036145","32.86144578313253","3.3734939759036147","31.686746987951807","97.2289156626506","71.86746987951807","26.385542168674696","32.31927710843374","26.867469879518076","31.17469879518072",,,"0","32.5","0.24096385542168677","31.506024096385545","34.57831325301205","35.75301204819277","1.2048192771084338","31.987951807228914","1.2048192771084338","32.25903614457831","39.75903614457831","35.36144578313253","24.096385542168676","32.04819277108434","24.337349397590362","30.72289156626506","59.397590361445786","38.403614457831324"
,"2.4096385542168677","31.506024096385545","2.4096385542168677","32.59036144578313","74.4578313253012","42.89156626506024","3.132530120481928","32.68072289156627","4.337349397590361","32.71084337349397","96.26506024096385","64.51807228915662","26.506024096385545","31.295180722891562","27.469879518072286","32.04819277108434",,,"2.4096385542168677","31.626506024096386","2.289156626506024","31.17469879518072","67.95180722891565","47.19879518072289","3.493975903614458","32.7710843373494","3.3734939759036147","31.385542168674696","97.2289156626506","71.355421686747","26.385542168674696","31.957831325301207","26.867469879518076","30.933734939759038",,,"0","31.746987951807228","0.12048192771084339","31.44578313253012","29.397590361445786","34.87951807228916","1.2048192771084338","30.813253012048193","1.566265060240964","31.77710843373494","39.51807228915663","36.265060240963855","24.096385542168676","31.475903614457827","24.337349397590362","31.355421686746986","47.95180722891566","37.71084337349397"
,"2.4096385542168677","32.07831325301205","2.5301204819277108","32.46987951807229","74.81927710843374","43.795180722891565","3.493975903614458","31.114457831325304","3.614457831325301","32.10843373493976","96.26506024096385","65","26.506024096385545","31.566265060240962","27.469879518072286","32.68072289156627",,,"2.4096385542168677","32.34939759036145","2.1686746987951806","32.65060240963855","68.9156626506024","45.963855421686745","3.3734939759036147","31.44578313253012","3.493975903614458","31.656626506024093","97.2289156626506","71.6566265060241","26.385542168674696","32.31927710843374","26.867469879518076","31.807228915662648",,,"0","32.28915662650602","0.12048192771084339","29.96987951807229","30.481927710843376","33.674698795180724","0.9638554216867471","31.53614457831325","1.0843373493975903","31.05421686746988","33.6144578313253","36.204819277108435","24.096385542168676","32.28915662650602","24.337349397590362","31.83734939759036","55.78313253012048","34.7289156626506"
,"2.4096385542168677","31.475903614457827","2.4096385542168677","31.92771084337349","74.33734939759036","44.096385542168676","3.493975903614458","31.957831325301207","3.3734939759036147","31.32530120481928","96.26506024096385","64.78915662650603","26.506024096385545","31.656626506024093","27.469879518072286","31.807228915662648",,,"2.289156626506024","31.41566265060241","2.5301204819277108","31.746987951807228","68.43373493975903","45.602409638554214","3.614457831325301","31.596385542168676","2.7710843373493974","30.391566265060245","97.2289156626506","71.05421686746988","26.506024096385545","32.74096385542168","26.746987951807228","31.807228915662648",,,"0","32.95180722891566","0.24096385542168677","32.01807228915662","29.63855421686747","35.963855421686745","0.3614457831325301","31.265060240963855","1.0843373493975903","32.04819277108434","39.63855421686747","35.39156626506024","24.096385542168676","31.686746987951807","24.337349397590362","31.204819277108438","62.89156626506024","34.4578313253012"
,"2.4096385542168677","31.506024096385545","2.4096385542168677","33.13253012048193","73.37349397590361","42.65060240963855","2.7710843373493974","31.957831325301207","3.8554216867469884","33.49397590361446","96.26506024096385","65.09036144578313","26.506024096385545","32.46987951807229","27.469879518072286","32.34939759036145",,,"2.4096385542168677","31.83734939759036","2.4096385542168677","32.07831325301205","68.55421686746988","46.3855421686747","3.132530120481928","31.596385542168676","2.891566265060241","31.626506024096386","97.2289156626506","71.26506024096385","26.506024096385545","33.16265060240964","26.867469879518076","31.686746987951807",,,"0","31.77710843373494","0.24096385542168677","31.144578313253014","33.734939759036145","34.7289156626506","0.9638554216867471","31.295180722891562","1.0843373493975903","32.10843373493976","37.71084337349397","36.506024096385545","24.096385542168676","32.7710843373494","24.337349397590362","31.53614457831325","59.87951807228916","34.4578313253012"
,"2.4096385542168677","32.04819277108434","2.5301204819277108","32.19879518072289","73.97590361445782","42.37951807228916","3.3734939759036147","32.04819277108434","3.0120481927710845","31.566265060240962","96.26506024096385","65.3012048192771","26.506024096385545","32.28915662650602","27.469879518072286","32.80120481927711",,,"2.289156626506024","32.31927710843374","2.4096385542168677","32.25903614457831","68.9156626506024","45.30120481927711","2.891566265060241","31.32530120481928","3.2530120481927707","31.626506024096386","97.2289156626506","71.11445783132531","26.506024096385545","31.656626506024093","26.746987951807228","32.37951807228915",,,"0","31.897590361445783","0.12048192771084339","32.43975903614458","31.204819277108438","34.00602409638554","1.8072289156626504","32.40963855421687","1.0843373493975903","31.265060240963855","43.493975903614455","35.78313253012048","24.096385542168676","31.957831325301207","24.337349397590362","31.656626506024093","56.867469879518076","36.837349397590366"
,"2.4096385542168677","31.746987951807228","2.4096385542168677","32.10843373493976","74.57831325301206","41.897590361445786","3.132530120481928","32.92168674698795","3.2530120481927707","30.21084337349398","96.26506024096385","65.21084337349397","26.506024096385545","31.746987951807228","27.469879518072286","31.686746987951807",,,"2.4096385542168677","30.42168674698795","2.289156626506024","31.114457831325304","69.1566265060241","45.03012048192771","2.891566265060241","31.114457831325304","3.614457831325301","32.65060240963855","97.34939759036145","71.20481927710843","26.385542168674696","32.13855421686747","26.746987951807228","31.265060240963855",,,"0","31.32530120481928","0.12048192771084339","31.566265060240962","33.01204819277108","34.57831325301205","0.48192771084337355","31.53614457831325","0.9638554216867471","31.385542168674696","40.36144578313253","35.963855421686745","24.096385542168676","32.37951807228915","24.337349397590362","32.71084337349397","61.566265060240966","34.24698795180723"
,"2.4096385542168677","31.92771084337349","2.6506024096385543","31.716867469879517","74.33734939759036","42.5","3.132530120481928","31.265060240963855","3.2530120481927707","32.43975903614458","96.26506024096385","65.51204819277109","26.506024096385545","32.13855421686747","27.469879518072286","31.08433734939759",,,"2.1686746987951806","32.80120481927711","2.6506024096385543","32.37951807228915","70.48192771084338","45.5722891566265","3.3734939759036147","32.13855421686747","3.8554216867469884","31.596385542168676","97.34939759036145","71.29518072289157","26.385542168674696","32.01807228915662","26.746987951807228","33.04216867469879",,,"0","32.07831325301205","0.48192771084337355","32.7710843373494","34.096385542168676","33.795180722891565","0.8433734939759037","32.01807228915662","1.4457831325301205","33.28313253012048","39.63855421686747","36.054216867469876","24.096385542168676","32.37951807228915","24.337349397590362","32.01807228915662","63.373493975903614","33.945783132530124"
,"2.4096385542168677","30.180722891566266","2.6506024096385543","31.716867469879517","73.97590361445782","41.475903614457835","3.3734939759036147","31.566265060240962","3.493975903614458","32.59036144578313","96.26506024096385","65.72289156626506","26.506024096385545","30.96385542168675","27.469879518072286","32.71084337349397",,,"2.1686746987951806","32.28915662650602","2.0481927710843375","30.903614457831324","70.8433734939759","44.90963855421687","3.493975903614458","32.53012048192771","3.975903614457831","32.28915662650602","97.34939759036145","71.50602409638554","26.385542168674696","32.5","26.746987951807228","32.01807228915662",,,"0","31.355421686746986","0.24096385542168677","31.295180722891562","33.25301204819277","33.945783132530124","1.2048192771084338","32.40963855421687","1.9277108433734942","32.28915662650602","39.036144578313255","35.873493975903614","24.096385542168676","32.04819277108434","24.337349397590362","32.22891566265061","62.048192771084345","35"
,"2.4096385542168677","32.28915662650602","2.5301204819277108","30.150602409638555","73.13253012048193","41.596385542168676","3.975903614457831","33.04216867469879","4.216867469879518","33.0722891566265","96.26506024096385","64.96987951807229","26.506024096385545","32.53012048192771","27.469879518072286","31.506024096385545",,,"2.4096385542168677","32.65060240963855","2.7710843373493974","31.596385542168676","71.56626506024097","45.75301204819277","3.734939759036145","31.295180722891562","3.734939759036145","32.01807228915662","97.34939759036145","71.355421686747","26.265060240963855","32.28915662650602","26.867469879518076","32.40963855421687",,,"0","31.957831325301207","0.24096385542168677","33.192771084337345","32.53012048192771","34.36746987951807","0.9638554216867471","31.746987951807228","1.2048192771084338","32.65060240963855","39.036144578313255","35.8433734939759","24.096385542168676","31.897590361445783","24.337349397590362","32.37951807228915","59.036144578313255","35.39156626506024"
,"2.4096385542168677","31.234939759036145","2.6506024096385543","32.28915662650602","71.6867469879518","42.71084337349398","3.3734939759036147","31.686746987951807","3.614457831325301","31.32530120481928","96.26506024096385","65.51204819277109","26.506024096385545","31.987951807228914","27.469879518072286","32.46987951807229",,,"2.289156626506024","30.843373493975907","2.4096385542168677","31.656626506024093","72.28915662650603","47.01807228915663","3.2530120481927707","32.34939759036145","3.734939759036145","32.40963855421687","97.34939759036145","71.17469879518072","26.506024096385545","31.807228915662648","26.867469879518076","31.596385542168676",,,"0","31.686746987951807","0.12048192771084339","33.31325301204819","34.81927710843373","33.91566265060241","0.8433734939759037","31.566265060240962","1.3253012048192772","33.765060240963855","37.95180722891566","36.68674698795181","24.096385542168676","32.86144578313253","24.337349397590362","31.234939759036145","60.96385542168675","35.66265060240964"
,"2.4096385542168677","31.32530120481928","2.5301204819277108","32.04819277108434","74.57831325301206","42.2289156626506","3.493975903614458","31.114457831325304","3.975903614457831","31.506024096385545","96.26506024096385","64.84939759036145","26.506024096385545","31.17469879518072","27.469879518072286","32.71084337349397",,,"2.4096385542168677","31.506024096385545","2.891566265060241","31.77710843373494","71.80722891566265","46.77710843373494","3.0120481927710845","31.566265060240962","2.6506024096385543","31.596385542168676","97.34939759036145","71.08433734939759","26.385542168674696","32.37951807228915","26.746987951807228","31.234939759036145",,,"0","32.43975903614458","0.12048192771084339","31.686746987951807","34.096385542168676","34.51807228915663","1.4457831325301205","31.41566265060241","0.9638554216867471","30.933734939759038","37.46987951807229","36.385542168674704","24.096385542168676","31.626506024096386","24.216867469879517","31.83734939759036","61.32530120481928","35.48192771084337"
,"2.4096385542168677","30.843373493975907","2.5301204819277108","31.204819277108438","73.73493975903614","42.19879518072289","2.891566265060241","31.355421686746986","3.132530120481928","31.566265060240962","96.26506024096385","65.09036144578313","26.506024096385545","31.506024096385545","27.469879518072286","32.7710843373494",,,"1.9277108433734942","33.64457831325301","2.7710843373493974","32.34939759036145","72.40963855421687","46.77710843373494","3.8554216867469884","32.65060240963855","3.734939759036145","32.22891566265061","97.34939759036145","71.20481927710843","26.265060240963855","32.10843373493976","26.867469879518076","32.43975903614458",,,"0","31.41566265060241","0.12048192771084339","32.86144578313253","35.42168674698795","34.27710843373494","1.3253012048192772","31.92771084337349","1.3253012048192772","31.566265060240962","34.69879518072289","36.265060240963855","24.096385542168676","30.783132530120483","24.216867469879517","31.08433734939759","63.85542168674698","37.13855421686747"
,"2.4096385542168677","32.89156626506024","2.6506024096385543","32.19879518072289","74.33734939759036","42.31927710843373","3.2530120481927707","31.44578313253012","3.975903614457831","31.385542168674696","96.26506024096385","64.66867469879519","26.506024096385545","32.37951807228915","27.469879518072286","32.31927710843374",,,"2.289156626506024","30.512048192771086","2.5301204819277108","30.993975903614455","72.16867469879517","46.74698795180723","2.6506024096385543","32.89156626506024","4.216867469879518","32.68072289156627","97.34939759036145","71.44578313253011","26.385542168674696","32.10843373493976","26.867469879518076","30.753012048192772",,,"0","32.25903614457831","0.12048192771084339","32.80120481927711","32.40963855421687","34.126506024096386","0.8433734939759037","32.92168674698795","1.2048192771084338","31.17469879518072","31.807228915662648","37.04819277108434","24.096385542168676","30.903614457831324","24.216867469879517","31.867469879518072","63.132530120481924","35.12048192771084"
,"2.4096385542168677","32.40963855421687","2.4096385542168677","30.391566265060245","74.69879518072288","42.71084337349398","3.132530120481928","30.993975903614455","2.891566265060241","31.506024096385545","96.3855421686747","65","26.506024096385545","31.626506024096386","27.469879518072286","32.13855421686747",,,"2.4096385542168677","31.596385542168676","2.4096385542168677","31.807228915662648","71.20481927710843","46.234939759036145","3.493975903614458","33.102409638554214","3.3734939759036147","31.746987951807228","97.34939759036145","71.11445783132531","26.506024096385545","31.234939759036145","26.867469879518076","32.62048192771084",,,"0","32.5","0.24096385542168677","31.53614457831325","35.903614457831324","33.58433734939759","1.6867469879518073","32.68072289156627","1.0843373493975903","32.13855421686747","40.963855421686745","36.41566265060241","24.096385542168676","32.40963855421687","24.216867469879517","32.74096385542168","61.566265060240966","35.30120481927711"
